,distance (m),,,
1.4159,0.1443,0.21879,0.2362,0.23416
1.4172,0.1468,0.21738,0.23703,0.23846
1.4185,0.14524,0.22661,0.23872,0.2402
1.4197,0.14089,0.22446,0.23983,0.23876
1.421,0.14203,0.22087,0.23456,0.23941
1.4223,0.1431,0.22865,0.23255,0.2333
1.4235,0.13883,0.2257,0.2327,0.23705
1.4248,0.13561,0.22879,0.23332,0.23737
1.426,0.14057,0.22566,0.23519,0.23481
1.4273,0.14405,0.22802,0.23596,0.23769
1.4286,0.14129,0.23255,0.23509,0.24107
1.4298,0.14124,0.22116,0.23286,0.24469
1.4311,0.14198,0.22801,0.23194,0.23723
1.4324,0.1414,0.21961,0.22993,0.23968
1.4336,0.14258,0.22535,0.2321,0.24326
1.4349,0.14496,0.22298,0.23358,0.23846
1.4362,0.13428,0.22063,0.23556,0.23733
1.4374,0.14107,0.21904,0.23448,0.24368
1.4387,0.14017,0.21982,0.23159,0.24745
1.4399,0.14115,0.22515,0.22382,0.24002
1.4412,0.13713,0.21949,0.23926,0.2355
1.4425,0.1366,0.22736,0.21765,0.23742
1.4437,0.1327,0.22322,0.22612,0.24353
1.445,0.13971,0.22055,0.22411,0.23509
1.4463,0.13673,0.23071,0.23369,0.24353
1.4475,0.14428,0.22077,0.23287,0.24193
1.4488,0.14,0.22246,0.23321,0.24044
1.4501,0.13889,0.22035,0.22991,0.24211
1.4513,0.13624,0.22052,0.23357,0.24227
1.4526,0.13759,0.21767,0.22709,0.24031
1.4539,0.1395,0.21794,0.23122,0.23505
1.4551,0.13906,0.22056,0.22899,0.24391
1.4564,0.13658,0.2202,0.22595,0.23499
1.4576,0.13329,0.21493,0.22828,0.2413
1.4589,0.13813,0.21509,0.22966,0.23869
1.4602,0.13389,0.21814,0.22595,0.23092
1.4614,0.13429,0.21834,0.2221,0.23563
1.4627,0.12819,0.21705,0.22659,0.24106
1.464,0.13348,0.21835,0.22449,0.23806
1.4652,0.13991,0.22012,0.22577,0.22886
1.4665,0.13312,0.21789,0.2234,0.23355
1.4678,0.13192,0.215,0.23327,0.23511
1.469,0.13564,0.21521,0.22753,0.22676
1.4703,0.13715,0.21476,0.23048,0.23602
1.4716,0.13548,0.2143,0.22419,0.23248
1.4728,0.13382,0.21885,0.22718,0.23458
1.4741,0.13517,0.21917,0.22921,0.23683
1.4753,0.1371,0.21914,0.22456,0.2294
1.4766,0.1364,0.21343,0.23537,0.23443
1.4779,0.12907,0.21438,0.23161,0.23136
1.4791,0.13511,0.21198,0.23134,0.23543
1.4804,0.12673,0.21641,0.22684,0.22959
1.4817,0.13007,0.21297,0.23823,0.23392
1.4829,0.13319,0.2211,0.23315,0.22504
1.4842,0.13909,0.21294,0.23195,0.22801
1.4855,0.1403,0.22076,0.22964,0.23117
1.4867,0.13261,0.21793,0.22941,0.23091
1.488,0.13989,0.21413,0.22648,0.22993
1.4893,0.12903,0.21171,0.23015,0.22475
1.4905,0.13547,0.21801,0.22819,0.22563
1.4918,0.1364,0.21831,0.2249,0.22897
1.493,0.1378,0.21617,0.23047,0.22284
1.4943,0.12809,0.21612,0.22767,0.22283
1.4956,0.13646,0.21814,0.22604,0.22373
1.4968,0.1302,0.21756,0.22439,0.22646
1.4981,0.1357,0.2134,0.23287,0.22797
1.4994,0.13258,0.22137,0.23376,0.23534
1.5006,0.13788,0.21604,0.22777,0.22843
1.5019,0.12755,0.22085,0.22602,0.23022
1.5032,0.13115,0.21567,0.22197,0.22927
1.5044,0.13613,0.21143,0.22854,0.22309
1.5057,0.13603,0.20762,0.22834,0.22821
1.507,0.13144,0.21238,0.22907,0.22116
1.5082,0.12718,0.21437,0.22114,0.22965
1.5095,0.13561,0.22002,0.22347,0.2279
1.5107,0.13158,0.21879,0.22466,0.22869
1.512,0.13492,0.21617,0.22578,0.21504
1.5133,0.13284,0.21229,0.22678,0.22291
1.5145,0.13309,0.20935,0.21996,0.22681
1.5158,0.12927,0.21042,0.2231,0.22583
1.5171,0.13066,0.21487,0.22264,0.23345
1.5183,0.13606,0.21526,0.22476,0.22754
1.5196,0.13401,0.20882,0.22152,0.22899
1.5209,0.12968,0.21309,0.22209,0.22804
1.5221,0.13219,0.21258,0.22058,0.23666
1.5234,0.13242,0.21394,0.22552,0.23186
1.5247,0.14042,0.2168,0.21644,0.23158
1.5259,0.12828,0.21105,0.2247,0.23004
1.5272,0.12632,0.21199,0.22232,0.23351
1.5284,0.13629,0.21412,0.21792,0.23113
1.5297,0.13314,0.20977,0.21847,0.22935
1.531,0.13066,0.21182,0.21753,0.22452
1.5322,0.12812,0.21304,0.21847,0.22753
1.5335,0.12521,0.21267,0.22195,0.22985
1.5348,0.12756,0.21432,0.21455,0.23018
1.536,0.13244,0.21495,0.22064,0.22997
1.5373,0.1383,0.2105,0.21442,0.23177
1.5386,0.1292,0.20552,0.21358,0.23087
1.5398,0.13032,0.20589,0.21706,0.22511
1.5411,0.13185,0.21453,0.21759,0.23006
1.5424,0.13365,0.21009,0.21214,0.22718
1.5436,0.13507,0.21691,0.21441,0.22988
1.5449,0.12908,0.21249,0.21789,0.22985
1.5461,0.13312,0.20863,0.21962,0.22878
1.5474,0.13766,0.21521,0.21319,0.22188
1.5487,0.13404,0.20826,0.21529,0.22963
1.5499,0.13118,0.21027,0.21762,0.2247
1.5512,0.13473,0.21306,0.21999,0.22497
1.5525,0.13266,0.21163,0.21404,0.22889
1.5537,0.13606,0.21452,0.21972,0.22135
1.555,0.13217,0.20431,0.21868,0.22565
1.5563,0.13658,0.20281,0.21793,0.22211
1.5575,0.12941,0.2072,0.2232,0.22583
1.5588,0.13585,0.21531,0.21418,0.22412
1.5601,0.13217,0.20622,0.21869,0.22702
1.5613,0.12887,0.21173,0.21746,0.221
1.5626,0.13401,0.20377,0.21889,0.22984
1.5638,0.13404,0.20596,0.21648,0.22713
1.5651,0.13341,0.20478,0.20967,0.2194
1.5664,0.12996,0.20519,0.21522,0.22865
1.5676,0.13015,0.20644,0.21737,0.22893
1.5689,0.1331,0.20716,0.21976,0.2225
1.5702,0.13653,0.20174,0.21859,0.22345
1.5714,0.13375,0.2065,0.21974,0.21732
1.5727,0.12587,0.20099,0.21562,0.21888
1.574,0.13207,0.20533,0.21144,0.22613
1.5752,0.12072,0.19693,0.21694,0.21742
1.5765,0.12913,0.19726,0.22184,0.22008
1.5777,0.12578,0.20536,0.21886,0.21868
1.579,0.1267,0.20877,0.21613,0.22249
1.5803,0.12322,0.20153,0.21031,0.21959
1.5815,0.13388,0.20611,0.21519,0.22599
1.5828,0.13348,0.20074,0.21519,0.21947
1.5841,0.1268,0.20032,0.21782,0.21762
1.5853,0.12243,0.20419,0.21625,0.21523
1.5866,0.11584,0.20158,0.21599,0.22083
1.5879,0.12561,0.2024,0.22226,0.22026
1.5891,0.12498,0.20245,0.22185,0.21974
1.5904,0.13338,0.2017,0.21506,0.21372
1.5917,0.12208,0.19842,0.21816,0.21534
1.5929,0.12195,0.20506,0.22265,0.21892
1.5942,0.12463,0.2032,0.22112,0.21998
1.5954,0.13135,0.2058,0.21777,0.2141
1.5967,0.12609,0.20769,0.20805,0.21213
1.598,0.12282,0.20085,0.21875,0.21759
1.5992,0.1194,0.1984,0.21352,0.21761
1.6005,0.12394,0.19834,0.21351,0.2226
1.6018,0.11977,0.20517,0.20793,0.21247
1.603,0.12649,0.20008,0.21191,0.2167
1.6043,0.12445,0.1972,0.22097,0.21386
1.6056,0.1175,0.20419,0.21342,0.21557
1.6068,0.121,0.19721,0.21142,0.21508
1.6081,0.12522,0.20195,0.20878,0.21211
1.6094,0.12662,0.206,0.21443,0.20718
1.6106,0.12448,0.19994,0.212,0.21446
1.6119,0.13037,0.202,0.20774,0.2181
1.6131,0.13246,0.197,0.21246,0.21513
1.6144,0.13106,0.19656,0.21047,0.21614
1.6157,0.12598,0.19802,0.21223,0.21249
1.6169,0.1222,0.20629,0.21289,0.21605
1.6182,0.13116,0.20278,0.21339,0.21719
1.6195,0.12682,0.19722,0.20969,0.2118
1.6207,0.12868,0.20586,0.21275,0.21487
1.622,0.12323,0.20895,0.21024,0.20843
1.6233,0.12803,0.2015,0.21372,0.21432
1.6245,0.127,0.20349,0.20953,0.2191
1.6258,0.12405,0.20334,0.20288,0.20893
1.6271,0.13428,0.19479,0.20589,0.22104
1.6283,0.12692,0.19735,0.20963,0.21752
1.6296,0.12762,0.20073,0.21272,0.21996
1.6308,0.13443,0.19511,0.21025,0.21439
1.6321,0.12211,0.2038,0.20814,0.21792
1.6334,0.13311,0.19829,0.21304,0.21963
1.6346,0.12781,0.19642,0.20449,0.20693
1.6359,0.12708,0.20592,0.20704,0.21506
1.6372,0.12449,0.19781,0.20793,0.2111
1.6384,0.12974,0.19789,0.20669,0.20534
1.6397,0.12159,0.19536,0.20359,0.21282
1.641,0.12244,0.19704,0.20719,0.21391
1.6422,0.12469,0.20051,0.20363,0.21843
1.6435,0.12929,0.19419,0.20544,0.21714
1.6448,0.12147,0.1977,0.20832,0.21114
1.646,0.12332,0.20171,0.20817,0.21619
1.6473,0.12832,0.19652,0.2089,0.21838
1.6485,0.12409,0.194,0.21018,0.20938
1.6498,0.12197,0.20045,0.20785,0.21299
1.6511,0.11956,0.1944,0.20161,0.21471
1.6523,0.1171,0.1972,0.20831,0.20925
1.6536,0.1253,0.2002,0.20769,0.21808
1.6549,0.1175,0.20019,0.20636,0.21033
1.6561,0.12324,0.19305,0.20505,0.21618
1.6574,0.11402,0.19241,0.21413,0.21227
1.6587,0.12084,0.20173,0.21003,0.21312
1.6599,0.12381,0.19572,0.20905,0.21579
1.6612,0.11389,0.20219,0.20736,0.20984
1.6625,0.12185,0.20178,0.20204,0.21371
1.6637,0.11928,0.20397,0.20869,0.21943
1.665,0.12348,0.19887,0.20336,0.21285
1.6662,0.12124,0.19838,0.20223,0.21211
1.6675,0.12315,0.19421,0.20338,0.20839
1.6688,0.1177,0.19815,0.20658,0.2109
1.67,0.11831,0.19722,0.21339,0.21322
1.6713,0.12173,0.19785,0.20901,0.21332
1.6726,0.124,0.19484,0.20397,0.20039
1.6738,0.12139,0.18838,0.19978,0.20448
1.6751,0.12005,0.19178,0.20347,0.21296
1.6764,0.11912,0.19638,0.21012,0.21111
1.6776,0.12295,0.20077,0.20103,0.20935
1.6789,0.1179,0.19898,0.20619,0.21016
1.6802,0.1218,0.19696,0.20109,0.21424
1.6814,0.1212,0.19371,0.2065,0.20509
1.6827,0.11949,0.19862,0.20194,0.20831
1.6839,0.12163,0.19973,0.20319,0.20257
1.6852,0.12319,0.18569,0.20663,0.21135
1.6865,0.12208,0.1926,0.20832,0.2025
1.6877,0.11762,0.19364,0.20402,0.21349
1.689,0.12401,0.1943,0.19821,0.20888
1.6903,0.12547,0.19776,0.20189,0.2067
1.6915,0.12202,0.19194,0.20344,0.2063
1.6928,0.11917,0.18932,0.20256,0.20405
1.6941,0.13186,0.1938,0.20247,0.20564
1.6953,0.12055,0.1905,0.20196,0.20836
1.6966,0.12504,0.18596,0.20447,0.20251
1.6979,0.12057,0.18885,0.20581,0.20782
1.6991,0.11893,0.19122,0.20464,0.21088
1.7004,0.11703,0.19278,0.20434,0.20348
1.7016,0.11443,0.19284,0.20214,0.20459
1.7029,0.11941,0.1844,0.20685,0.20284
1.7042,0.12123,0.18704,0.1997,0.2063
1.7054,0.12019,0.19362,0.20461,0.20255
1.7067,0.11559,0.19659,0.20201,0.20242
1.708,0.12268,0.19078,0.20183,0.2065
1.7092,0.11987,0.18862,0.20961,0.20414
1.7105,0.11535,0.18694,0.19904,0.20859
1.7118,0.12237,0.19108,0.20668,0.20769
1.713,0.11521,0.18904,0.19731,0.20723
1.7143,0.11374,0.19144,0.20319,0.20196
1.7155,0.11884,0.18507,0.2021,0.2029
1.7168,0.1111,0.19522,0.20033,0.20093
1.7181,0.118,0.19682,0.20161,0.19564
1.7193,0.1189,0.18861,0.2038,0.20636
1.7206,0.11121,0.19025,0.19899,0.2078
1.7219,0.1181,0.18752,0.19932,0.20306
1.7231,0.11284,0.18906,0.20062,0.20237
1.7244,0.11925,0.1904,0.20109,0.20327
1.7257,0.11794,0.19117,0.19748,0.20244
1.7269,0.11453,0.19077,0.20328,0.20527
1.7282,0.11321,0.1877,0.19102,0.20251
1.7295,0.11758,0.19054,0.20209,0.2028
1.7307,0.11587,0.18921,0.20611,0.20741
1.732,0.11419,0.19022,0.20411,0.20536
1.7332,0.11923,0.19426,0.19733,0.19891
1.7345,0.11784,0.18993,0.19936,0.20249
1.7358,0.1179,0.19485,0.20768,0.19878
1.737,0.11906,0.19498,0.20659,0.20584
1.7383,0.11275,0.1866,0.19777,0.20373
1.7396,0.11014,0.1884,0.19758,0.20499
1.7408,0.11403,0.18532,0.20043,0.20075
1.7421,0.11545,0.19379,0.20002,0.20691
1.7434,0.11791,0.18835,0.19337,0.20405
1.7446,0.11491,0.19284,0.19212,0.20264
1.7459,0.12257,0.18985,0.19999,0.2043
1.7472,0.11232,0.19035,0.20243,0.20658
1.7484,0.11698,0.19037,0.19395,0.19871
1.7497,0.12634,0.18735,0.19912,0.20739
1.7509,0.12174,0.18512,0.19641,0.20011
1.7522,0.11905,0.19244,0.19892,0.19831
1.7535,0.11908,0.18891,0.2006,0.20907
1.7547,0.12347,0.1934,0.20076,0.19676
1.756,0.1196,0.1921,0.19679,0.20153
1.7573,0.12525,0.19058,0.20133,0.19652
1.7585,0.11501,0.1841,0.19442,0.2068
1.7598,0.1235,0.18388,0.19604,0.19907
1.7611,0.11379,0.18586,0.19923,0.20084
1.7623,0.11992,0.18733,0.19306,0.20173
1.7636,0.11883,0.18394,0.19895,0.19327
1.7649,0.12057,0.18301,0.19887,0.2008
1.7661,0.12095,0.1827,0.18972,0.19673
1.7674,0.11828,0.18369,0.19192,0.19707
1.7686,0.1181,0.18575,0.19666,0.20138
1.7699,0.11594,0.18811,0.19188,0.19895
1.7712,0.11823,0.18163,0.19734,0.19451
1.7724,0.11642,0.18749,0.19567,0.20386
1.7737,0.11854,0.18553,0.19113,0.19639
1.775,0.11696,0.18328,0.18875,0.19264
1.7762,0.11616,0.18507,0.18957,0.20216
1.7775,0.11961,0.18578,0.19284,0.19639
1.7788,0.11753,0.17964,0.19043,0.19642
1.78,0.11538,0.18106,0.19117,0.19397
1.7813,0.11584,0.18574,0.1926,0.19648
1.7826,0.11334,0.1838,0.1941,0.19562
1.7838,0.11428,0.18212,0.19343,0.19132
1.7851,0.1114,0.18416,0.18605,0.19806
1.7863,0.1164,0.18065,0.18767,0.19817
1.7876,0.11941,0.17954,0.1922,0.19783
1.7889,0.1146,0.18499,0.19195,0.20005
1.7901,0.1097,0.18709,0.19606,0.19581
1.7914,0.11328,0.18588,0.18861,0.19487
1.7927,0.11465,0.18816,0.19431,0.20011
1.7939,0.11471,0.18324,0.18848,0.19531
1.7952,0.11463,0.17672,0.19267,0.19196
1.7965,0.1069,0.17835,0.19369,0.19845
1.7977,0.1137,0.18011,0.18813,0.19563
1.799,0.11484,0.17722,0.19203,0.19731
1.8003,0.11513,0.17314,0.19586,0.20127
1.8015,0.10762,0.1821,0.18746,0.19121
1.8028,0.11131,0.17397,0.1883,0.19566
1.804,0.10716,0.17038,0.19149,0.20348
1.8053,0.11521,0.1838,0.19701,0.20128
1.8066,0.10678,0.1785,0.1907,0.19757
1.8078,0.10917,0.17486,0.19356,0.1998
1.8091,0.10644,0.18188,0.19017,0.19526
1.8104,0.10549,0.17453,0.18042,0.18989
1.8116,0.11008,0.17632,0.19665,0.19455
1.8129,0.11019,0.18242,0.18988,0.20186
1.8142,0.1168,0.17975,0.19386,0.19998
1.8154,0.11006,0.17658,0.18868,0.19914
1.8167,0.11478,0.17802,0.18909,0.19668
1.818,0.11172,0.17911,0.18525,0.20117
1.8192,0.11387,0.17665,0.19093,0.19019
1.8205,0.11082,0.17792,0.18522,0.19253
1.8217,0.11003,0.18129,0.19043,0.19525
1.823,0.11404,0.18098,0.19019,0.20175
1.8243,0.10509,0.17988,0.18489,0.19117
1.8255,0.11668,0.17525,0.19312,0.19463
1.8268,0.11253,0.17538,0.18626,0.19954
1.8281,0.11113,0.17503,0.19726,0.19493
1.8293,0.11316,0.17707,0.19379,0.19634
1.8306,0.10937,0.17493,0.19082,0.19881
1.8319,0.11459,0.17882,0.19345,0.19273
1.8331,0.1077,0.17413,0.18933,0.19102
1.8344,0.11642,0.18036,0.19118,0.20432
1.8357,0.10716,0.18393,0.19012,0.18905
1.8369,0.11239,0.18136,0.1939,0.18852
1.8382,0.11704,0.17673,0.18161,0.18968
1.8394,0.11605,0.17692,0.1849,0.19347
1.8407,0.10685,0.17847,0.19077,0.19295
1.842,0.10528,0.18249,0.18855,0.18851
1.8432,0.1053,0.18204,0.18498,0.19075
1.8445,0.11586,0.17444,0.18164,0.18878
1.8458,0.10612,0.17796,0.1897,0.19501
1.847,0.10478,0.18227,0.19627,0.19175
1.8483,0.10942,0.18037,0.18269,0.19076
1.8496,0.10271,0.17478,0.18672,0.18909
1.8508,0.11,0.18531,0.18169,0.19125
1.8521,0.10473,0.17487,0.18826,0.18884
1.8534,0.10624,0.18454,0.18376,0.18836
1.8546,0.10541,0.18127,0.18725,0.19679
1.8559,0.1075,0.17563,0.17779,0.18597
1.8571,0.10695,0.17058,0.17864,0.19204
1.8584,0.11344,0.18027,0.19089,0.1919
1.8597,0.10619,0.18229,0.18622,0.19159
1.8609,0.10617,0.18054,0.17812,0.19343
1.8622,0.10786,0.17856,0.18951,0.18401
1.8635,0.11201,0.17371,0.18219,0.18945
1.8647,0.10435,0.17661,0.18457,0.18319
1.866,0.11278,0.17733,0.18602,0.19299
1.8673,0.11046,0.17614,0.1833,0.18549
1.8685,0.11165,0.17576,0.18631,0.19217
1.8698,0.10951,0.17395,0.18025,0.19045
1.871,0.10951,0.16905,0.1854,0.1935
1.8723,0.1089,0.17128,0.19079,0.1949
1.8736,0.11244,0.17471,0.18556,0.17677
1.8748,0.11638,0.17614,0.18577,0.1907
1.8761,0.10606,0.17158,0.18491,0.18312
1.8774,0.10193,0.18049,0.18727,0.19502
1.8786,0.11405,0.17455,0.1851,0.19344
1.8799,0.10887,0.17394,0.18235,0.18642
1.8812,0.10702,0.17235,0.18136,0.18841
1.8824,0.1097,0.17251,0.18001,0.19469
1.8837,0.11851,0.16878,0.18161,0.18488
1.885,0.10848,0.16788,0.18501,0.18912
1.8862,0.10616,0.17155,0.18257,0.18621
1.8875,0.11221,0.17251,0.17916,0.18545
1.8887,0.11092,0.17287,0.18288,0.1886
1.89,0.11261,0.16945,0.18786,0.18076
1.8913,0.11298,0.17169,0.17998,0.18233
1.8925,0.10729,0.16477,0.18409,0.1851
1.8938,0.11618,0.17669,0.18487,0.18318
1.8951,0.10798,0.16888,0.18389,0.19201
1.8963,0.10548,0.17367,0.17978,0.18508
1.8976,0.11467,0.16991,0.18163,0.1872
1.8989,0.11436,0.16894,0.18004,0.18197
1.9001,0.10684,0.16273,0.18266,0.19172
1.9014,0.11014,0.17165,0.18474,0.18484
1.9027,0.10648,0.1702,0.17898,0.18047
1.9039,0.11289,0.16511,0.18478,0.18797
1.9052,0.11149,0.16892,0.18205,0.1834
1.9064,0.10705,0.17494,0.17709,0.1796
1.9077,0.10994,0.17538,0.18298,0.1882
1.909,0.10679,0.17791,0.17747,0.185
1.9102,0.10264,0.17166,0.17881,0.18486
1.9115,0.11224,0.17207,0.17252,0.19098
1.9128,0.10743,0.16675,0.18262,0.18133
1.914,0.105,0.17625,0.17887,0.18438
1.9153,0.11127,0.17558,0.17419,0.19053
1.9166,0.10323,0.17658,0.18075,0.18423
1.9178,0.10453,0.1781,0.18092,0.1864
1.9191,0.10633,0.17414,0.17645,0.18655
1.9204,0.10641,0.17051,0.17918,0.18772
1.9216,0.10538,0.16617,0.1827,0.18649
1.9229,0.10656,0.17219,0.17446,0.18456
1.9241,0.1045,0.17621,0.17731,0.18677
1.9254,0.10834,0.17132,0.17644,0.18646
1.9267,0.10262,0.17096,0.17416,0.18729
1.9279,0.10436,0.17478,0.17949,0.18069
1.9292,0.10524,0.17314,0.17325,0.18771
1.9305,0.10201,0.17486,0.17277,0.18735
1.9317,0.10367,0.17106,0.17752,0.18718
1.933,0.10194,0.17588,0.17691,0.18421
1.9343,0.10148,0.17119,0.17393,0.18278
1.9355,0.098554,0.16775,0.17511,0.18393
1.9368,0.10221,0.16776,0.17816,0.18411
1.9381,0.10789,0.16951,0.18118,0.17723
1.9393,0.10733,0.1738,0.18036,0.17888
1.9406,0.10599,0.17154,0.17666,0.18594
1.9418,0.10279,0.16961,0.17616,0.18507
1.9431,0.10642,0.17166,0.17869,0.1835
1.9444,0.10595,0.17204,0.17632,0.18853
1.9456,0.10398,0.17196,0.17575,0.18301
1.9469,0.10998,0.16569,0.18241,0.18561
1.9482,0.10809,0.16882,0.17663,0.1805
1.9494,0.10465,0.17,0.18093,0.1796
1.9507,0.11199,0.17369,0.17531,0.18122
1.952,0.10407,0.16529,0.17701,0.17858
1.9532,0.10791,0.16911,0.18032,0.19121
1.9545,0.094973,0.17013,0.17792,0.18836
1.9558,0.10175,0.1668,0.17337,0.17499
1.957,0.10739,0.16651,0.17026,0.178
1.9583,0.10632,0.16919,0.17593,0.18
1.9595,0.10677,0.15959,0.17717,0.17836
1.9608,0.10579,0.16679,0.17836,0.17755
1.9621,0.10596,0.16392,0.17448,0.17225
1.9633,0.10013,0.15941,0.17413,0.18283
1.9646,0.10134,0.17469,0.17518,0.17747
1.9659,0.1049,0.16689,0.17963,0.17641
1.9671,0.10524,0.16403,0.17852,0.1776
1.9684,0.11044,0.16578,0.17926,0.17857
1.9697,0.10047,0.17007,0.17285,0.17514
1.9709,0.10708,0.17329,0.17772,0.17344
1.9722,0.10539,0.16913,0.17715,0.17863
1.9735,0.10738,0.1664,0.18064,0.17558
1.9747,0.10444,0.16526,0.17587,0.17614
1.976,0.10497,0.16706,0.17939,0.17835
1.9772,0.10225,0.16113,0.17657,0.1781
1.9785,0.1047,0.17367,0.1709,0.1801
1.9798,0.10289,0.15948,0.1753,0.18179
1.981,0.10552,0.16193,0.176,0.16939
1.9823,0.1043,0.16707,0.17242,0.17249
1.9836,0.099973,0.16008,0.17574,0.17557
1.9848,0.096122,0.16573,0.17663,0.17426
1.9861,0.099402,0.16232,0.17344,0.17699
1.9874,0.098375,0.15778,0.16778,0.17812
1.9886,0.10114,0.16444,0.17193,0.17243
1.9899,0.10619,0.16191,0.17039,0.17852
1.9912,0.10206,0.16515,0.17372,0.17262
1.9924,0.098541,0.16339,0.17042,0.17548
1.9937,0.10362,0.16449,0.16843,0.17603
1.9949,0.11107,0.16633,0.17424,0.18194
1.9962,0.10351,0.1627,0.17555,0.18162
1.9975,0.10405,0.16235,0.16898,0.17225
1.9987,0.10049,0.16098,0.17752,0.17569
2,0.10017,0.1635,0.17518,0.17108
2.0013,0.09959,0.15743,0.17799,0.18094
2.0025,0.10952,0.16555,0.17493,0.17829
2.0038,0.099294,0.15889,0.17734,0.18177
2.0051,0.099186,0.1595,0.17381,0.17608
2.0063,0.10359,0.16055,0.16799,0.17012
2.0076,0.10535,0.16002,0.17065,0.17993
2.0088,0.10741,0.1593,0.17688,0.16977
2.0101,0.10294,0.16842,0.16951,0.17457
2.0114,0.10482,0.1641,0.17317,0.17851
2.0126,0.102,0.15564,0.16906,0.17936
2.0139,0.10501,0.16803,0.17058,0.17844
2.0152,0.10141,0.16349,0.17075,0.18082
2.0164,0.11062,0.1698,0.16694,0.1758
2.0177,0.10028,0.1545,0.17324,0.18589
2.019,0.095137,0.16103,0.17231,0.17514
2.0202,0.10324,0.1619,0.1735,0.17557
2.0215,0.10421,0.16777,0.17347,0.1734
2.0228,0.098005,0.15731,0.16997,0.16924
2.024,0.097689,0.17083,0.16146,0.17736
2.0253,0.09545,0.16329,0.17628,0.1722
2.0265,0.10343,0.16652,0.1686,0.17435
2.0278,0.10417,0.16132,0.17083,0.17497
2.0291,0.10578,0.16232,0.16537,0.17436
2.0303,0.098692,0.16714,0.17605,0.17064
2.0316,0.098936,0.16136,0.17301,0.16999
2.0329,0.095464,0.16442,0.17466,0.16712
2.0341,0.10472,0.16126,0.17488,0.17004
2.0354,0.095769,0.16194,0.17058,0.17464
2.0367,0.09876,0.17049,0.16961,0.17247
2.0379,0.10041,0.16309,0.17145,0.17339
2.0392,0.10496,0.16098,0.17075,0.16976
2.0405,0.10355,0.15786,0.16216,0.16947
2.0417,0.098069,0.16361,0.16624,0.1752
2.043,0.098432,0.16189,0.16779,0.17742
2.0442,0.09536,0.1602,0.16684,0.17318
2.0455,0.10362,0.15649,0.1704,0.17804
2.0468,0.094,0.15854,0.16694,0.17209
2.048,0.099218,0.16374,0.16896,0.17
2.0493,0.098477,0.16073,0.1634,0.17155
2.0506,0.10307,0.16187,0.16581,0.17288
2.0518,0.10598,0.16019,0.16059,0.17186
2.0531,0.10292,0.15982,0.16909,0.16964
2.0544,0.098326,0.15992,0.16246,0.16886
2.0556,0.10293,0.1617,0.17212,0.17553
2.0569,0.096656,0.16023,0.16447,0.16644
2.0582,0.098595,0.15722,0.15757,0.16992
2.0594,0.096241,0.15899,0.16498,0.16651
2.0607,0.093922,0.15753,0.16683,0.16733
2.0619,0.096697,0.16243,0.16017,0.16967
2.0632,0.10529,0.15986,0.16649,0.17055
2.0645,0.10325,0.15049,0.15846,0.17075
2.0657,0.094394,0.15579,0.1589,0.16386
2.067,0.10197,0.15453,0.1617,0.17361
2.0683,0.10156,0.16015,0.17186,0.16796
2.0695,0.092924,0.156,0.16678,0.16759
2.0708,0.10033,0.15944,0.16475,0.17579
2.0721,0.10273,0.15674,0.16525,0.17075
2.0733,0.10349,0.14825,0.16489,0.17438
2.0746,0.10218,0.1616,0.16602,0.17103
2.0759,0.10066,0.15275,0.16234,0.16986
2.0771,0.099631,0.15901,0.16817,0.16857
2.0784,0.095265,0.16264,0.1649,0.17037
2.0796,0.099544,0.15347,0.16655,0.17214
2.0809,0.10441,0.15576,0.16425,0.1712
2.0822,0.097183,0.15378,0.16949,0.16616
2.0834,0.099953,0.15155,0.17219,0.16883
2.0847,0.10308,0.15426,0.16401,0.16166
2.086,0.1063,0.15499,0.17336,0.17034
2.0872,0.093611,0.1556,0.16316,0.16793
2.0885,0.098502,0.15903,0.16341,0.17305
2.0898,0.09777,0.15973,0.16256,0.17042
2.091,0.098619,0.15309,0.16727,0.16402
2.0923,0.098013,0.15403,0.164,0.1655
2.0936,0.095644,0.15038,0.16356,0.16977
2.0948,0.093176,0.15628,0.17137,0.17118
2.0961,0.095682,0.15702,0.16566,0.16877
2.0973,0.09745,0.15245,0.1647,0.15946
2.0986,0.095823,0.15506,0.16358,0.16723
2.0999,0.094716,0.15997,0.1645,0.16567
2.1011,0.097798,0.16087,0.16693,0.17167
2.1024,0.091075,0.15651,0.16672,0.16319
2.1037,0.094184,0.16068,0.16625,0.1656
2.1049,0.094765,0.15566,0.16139,0.16189
2.1062,0.10225,0.1567,0.16463,0.16369
2.1075,0.091892,0.15254,0.1677,0.16635
2.1087,0.095724,0.15585,0.1682,0.16518
2.11,0.092711,0.15421,0.16338,0.16218
2.1113,0.09327,0.15393,0.16145,0.16622
2.1125,0.089332,0.15372,0.16553,0.16894
2.1138,0.098729,0.15293,0.16473,0.16692
2.115,0.097545,0.1596,0.16497,0.16306
2.1163,0.10208,0.1507,0.16365,0.1651
2.1176,0.098829,0.15421,0.15901,0.16788
2.1188,0.094458,0.1529,0.17222,0.16337
2.1201,0.095205,0.15496,0.16422,0.16328
2.1214,0.098678,0.14817,0.16145,0.16507
2.1226,0.097501,0.15489,0.15957,0.1579
2.1239,0.095718,0.15723,0.15523,0.16334
2.1252,0.097289,0.15341,0.16258,0.17241
